"contrast","WMresp_acc","PASkey.keys","session","participant","contrast_factor"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0.071560063,"0",1,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0.071560063,"1",0,"1",1,"Low"
0.081560063,"1",0,"1",1,"Low"
0.091560063,"1",0,"1",1,"Low"
0.101560063,"0",0,"1",1,"Low"
0.111560063,"1",0,"1",1,"Low"
0.121560063,"1",0,"1",1,"Low"
0.131560063,"1",0,"1",1,"Low"
0.141560063,"1",0,"1",1,"Low"
0.151560063,"1",0,"1",1,"Low"
0.161560063,"1",0,"1",1,"Low"
0.171560063,"1",0,"1",1,"Low"
0.181560063,"0",0,"1",1,"Low"
0.191560063,"1",0,"1",1,"Low"
0.201560063,"1",0,"1",1,"Medium-Low"
0.211560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.221560063,"1",1,"1",1,"Medium-Low"
0.211560063,"0",1,"1",1,"Medium-Low"
0.201560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.211560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.221560063,"0",0,"1",1,"Medium-Low"
0.231560063,"1",1,"1",1,"Medium-Low"
0.221560063,"1",0,"1",1,"Medium-Low"
0.231560063,"1",0,"1",1,"Medium-Low"
0.1,"1",3,"1",1,"Low"
0.241560063,"1",1,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.231560063,"1",0,"1",1,"Medium-Low"
0.241560063,"0",0,"1",1,"Medium-Low"
0.251560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.261560063,"1",1,"1",1,"Medium-Low"
0.251560063,"1",1,"1",1,"Medium-Low"
0,"1",0,"1",1,"Low"
0.241560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.251560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.261560063,"1",0,"1",1,"Medium-Low"
0.271560063,"0",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.281560063,"1",0,"1",1,"Medium-Low"
0.291560063,"0",0,"1",1,"Medium-Low"
0.301560063,"0",0,"1",1,"Medium-Low"
0,"1",0,"1",1,"Low"
0.311560063,"1",0,"1",1,"Medium-Low"
0.1,"1",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.321560063,"1",0,"1",1,"Medium-Low"
0,"1",0,"1",1,"Low"
0.331560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.341560063,"1",1,"1",1,"Medium-Low"
0.331560063,"1",1,"1",1,"Medium-Low"
0.321560063,"1",1,"1",1,"Medium-Low"
0.311560063,"1",1,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.301560063,"1",0,"1",1,"Medium-Low"
0.311560063,"1",0,"1",1,"Medium-Low"
0.321560063,"1",1,"1",1,"Medium-Low"
0.311560063,"1",1,"1",1,"Medium-Low"
0,"1",0,"1",1,"Low"
0.301560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.311560063,"0",1,"1",1,"Medium-Low"
0.301560063,"1",0,"1",1,"Medium-Low"
0.311560063,"1",1,"1",1,"Medium-Low"
0.301560063,"1",1,"1",1,"Medium-Low"
0,"1",0,"1",1,"Low"
0.291560063,"1",1,"1",1,"Medium-Low"
0.281560063,"1",0,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.291560063,"1",1,"1",1,"Medium-Low"
0.1,"1",3,"1",1,"Low"
0.281560063,"1",2,"1",1,"Medium-Low"
0.1,"1",3,"1",1,"Low"
0.271560063,"1",3,"1",1,"Medium-Low"
0.261560063,"1",2,"1",1,"Medium-Low"
0,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.251560063,"1",0,"1",1,"Medium-Low"
0.261560063,"1",0,"1",1,"Medium-Low"
0,"1",0,"1",1,"Low"
0.271560063,"0",1,"1",1,"Medium-Low"
0.261560063,"1",2,"1",1,"Medium-Low"
0,"0",0,"1",1,"Low"
0.251560063,"1",0,"1",1,"Medium-Low"
0.261560063,"1",1,"1",1,"Medium-Low"
0.251560063,"1",0,"1",1,"Medium-Low"
0.261560063,"1",1,"1",1,"Medium-Low"
0.251560063,"0",1,"1",1,"Medium-Low"
0.241560063,"1",1,"1",1,"Medium-Low"
0.231560063,"1",1,"1",1,"Medium-Low"
0.221560063,"1",1,"1",1,"Medium-Low"
0.211560063,"1",1,"1",1,"Medium-Low"
0.201560063,"1",1,"1",1,"Medium-Low"
0.191560063,"1",1,"1",1,"Low"
0.181560063,"1",1,"1",1,"Low"
0.171560063,"1",1,"1",1,"Low"
0.161560063,"1",1,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0.151560063,"1",1,"1",1,"Low"
0.141560063,"1",1,"1",1,"Low"
0.131560063,"1",1,"1",1,"Low"
0.121560063,"1",1,"1",1,"Low"
0.111560063,"1",1,"1",1,"Low"
0.101560063,"1",1,"1",1,"Low"
0.091560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.081560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.071560063,"1",0,"1",1,"Low"
0.081560063,"1",0,"1",1,"Low"
0.091560063,"1",0,"1",1,"Low"
0.101560063,"1",0,"1",1,"Low"
0.1,"1",2,"1",1,"Low"
0.111560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.101560063,"1",0,"1",1,"Low"
0.111560063,"1",1,"1",1,"Low"
0.101560063,"0",1,"1",1,"Low"
0.091560063,"1",1,"1",1,"Low"
0,"1",1,"1",1,"Low"
0.081560063,"1",0,"1",1,"Low"
0.091560063,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.101560063,"0",0,"1",1,"Low"
0.111560063,"1",0,"1",1,"Low"
0.121560063,"1",0,"1",1,"Low"
0.131560063,"1",1,"1",1,"Low"
0.121560063,"1",1,"1",1,"Low"
0.111560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.101560063,"1",0,"1",1,"Low"
0.111560063,"1",1,"1",1,"Low"
0.101560063,"1",1,"1",1,"Low"
0.091560063,"1",1,"1",1,"Low"
0.081560063,"1",1,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0.071560063,"1",0,"1",1,"Low"
0.081560063,"1",0,"1",1,"Low"
0.091560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.081560063,"1",1,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.041560063,"0",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.071560063,"1",0,"1",1,"Low"
0.081560063,"1",0,"1",1,"Low"
0.091560063,"1",0,"1",1,"Low"
0.101560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.091560063,"1",0,"1",1,"Low"
0.101560063,"1",0,"1",1,"Low"
0.111560063,"1",0,"1",1,"Low"
0.121560063,"1",0,"1",1,"Low"
0.131560063,"1",0,"1",1,"Low"
0.1,"1",2,"1",1,"Low"
0.141560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.1,"1",2,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.131560063,"1",1,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.121560063,"1",1,"1",1,"Low"
0.111560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0.101560063,"1",1,"1",1,"Low"
0.091560063,"1",1,"1",1,"Low"
0.081560063,"1",1,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.041560063,"0",0,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"1",1,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.021560063,"1",1,"1",1,"Low"
0.011560063,"0",0,"1",1,"Low"
0.021560063,"0",0,"1",1,"Low"
0.1,"1",2,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"0",0,"1",1,"Low"
0.041560063,"0",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.051560063,"0",0,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.051560063,"0",1,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"0",0,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"1",1,"1",1,"Low"
0.021560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0.011560063,"0",0,"1",1,"Low"
0.021560063,"1",0,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0.071560063,"1",0,"1",1,"Low"
0.081560063,"1",0,"1",1,"Low"
0.091560063,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.101560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.091560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0.081560063,"1",0,"1",1,"Low"
0.091560063,"1",1,"1",1,"Low"
0.081560063,"1",1,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.031560063,"0",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0.051560063,"0",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.051560063,"1",1,"1",1,"Low"
0.041560063,"1",1,"1",1,"Low"
0.031560063,"1",0,"1",1,"Low"
0.041560063,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.051560063,"1",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0,"0",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0.061560063,"1",1,"1",1,"Low"
0,"0",0,"1",1,"Low"
0.1,"1",3,"1",1,"Low"
0.051560063,"0",0,"1",1,"Low"
0.061560063,"1",0,"1",1,"Low"
0,"1",0,"1",1,"Low"
0.071560063,"1",1,"1",1,"Low"
0.03996904,"1",1,"2",1,"Low"
0.02996904,"1",1,"2",1,"Low"
0.01996904,"1",1,"2",1,"Low"
0.00996904,"1",1,"2",1,"Low"
0.005,"0",0,"2",1,"Low"
0.015,"1",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.065,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.075,"1",1,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"0",0,"2",1,"Low"
0.075,"1",0,"2",1,"Low"
0.085,"1",1,"2",1,"Low"
0.075,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.085,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.095,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.085,"1",1,"2",1,"Low"
0.075,"1",1,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.1,"0",0,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",1,"2",1,"Low"
0.015,"0",0,"2",1,"Low"
0.025,"0",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"0",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.1,"1",2,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"0",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.015,"1",0,"2",1,"Low"
0.025,"1",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.015,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.1,"1",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"0",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0.035,"0",1,"2",1,"Low"
0,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"0",0,"2",1,"Low"
0.075,"1",1,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"0",1,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.015,"1",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"1",0,"2",1,"Low"
0.075,"1",0,"2",1,"Low"
0.085,"1",0,"2",1,"Low"
0.095,"1",1,"2",1,"Low"
0.085,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0.075,"1",0,"2",1,"Low"
0.085,"1",1,"2",1,"Low"
0.075,"1",1,"2",1,"Low"
0,"1",1,"2",1,"Low"
0.065,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.075,"1",2,"2",1,"Low"
0.065,"0",1,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.1,"1",2,"2",1,"Low"
0.055,"0",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.025,"0",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.015,"0",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"0",1,"2",1,"Low"
0.015,"0",0,"2",1,"Low"
0.025,"1",1,"2",1,"Low"
0.1,"1",1,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.015,"0",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.075,"1",1,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.015,"0",0,"2",1,"Low"
0.025,"0",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",1,"2",1,"Low"
0.015,"0",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0.1,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0,"1",1,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.1,"1",1,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.055,"0",0,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"0",0,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.025,"1",1,"2",1,"Low"
0.015,"0",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.045,"0",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.055,"1",0,"2",1,"Low"
0.065,"1",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0,"0",1,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.045,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.055,"1",1,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.025,"1",1,"2",1,"Low"
0.015,"0",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"1",0,"2",1,"Low"
0,"0",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"0",0,"2",1,"Low"
0.045,"1",1,"2",1,"Low"
0.035,"1",1,"2",1,"Low"
0.1,"1",3,"2",1,"Low"
0,"1",0,"2",1,"Low"
0.025,"1",0,"2",1,"Low"
0.035,"1",0,"2",1,"Low"
